date,station,lat,lon,elevation,temp_avg,temp_max,temp_min,pressure,humidity
2024-11-07,兰州,36.06,103.83,1517.2,-0.7,7.0,-7.0,842.5,29.5
2024-11-08,兰州,36.06,103.83,1517.2,-1.4,5.0,-7.2,842.1,42.0
2024-11-09,兰州,36.06,103.83,1517.2,-1.4,5.6,-7.4,844.1,35.7
2024-11-10,兰州,36.06,103.83,1517.2,0.2,6.3,-5.4,843.6,34.8
2024-11-11,兰州,36.06,103.83,1517.2,-3.5,-0.2,-7.7,839.0,48.4
2024-11-12,兰州,36.06,103.83,1517.2,-1.4,2.8,-6.1,845.0,25.8
2024-11-13,兰州,36.06,103.83,1517.2,-4.3,1.5,-9.7,844.7,38.2
2024-11-14,兰州,36.06,103.83,1517.2,-2.3,0.9,-6.4,840.6,31.2
2024-11-15,兰州,36.06,103.83,1517.2,-3.5,2.6,-9.1,842.5,32.8
2024-11-16,兰州,36.06,103.83,1517.2,-2.7,2.0,-7.6,842.6,42.8
2024-11-17,兰州,36.06,103.83,1517.2,-1.1,3.4,-5.9,842.1,34.5
2024-11-18,兰州,36.06,103.83,1517.2,-5.2,0.9,-10.8,840.4,34.7
2024-11-19,兰州,36.06,103.83,1517.2,3.6,9.4,-1.8,840.0,38.9
2024-11-20,兰州,36.06,103.83,1517.2,-5.5,-1.0,-10.3,841.2,27.4
2024-11-21,兰州,36.06,103.83,1517.2,-6.0,0.8,-12.0,843.5,23.5
2024-11-22,兰州,36.06,103.83,1517.2,1.3,4.7,-3.0,842.2,21.8
2024-11-23,兰州,36.06,103.83,1517.2,0.3,6.3,-5.3,840.3,14.4
2024-11-24,兰州,36.06,103.83,1517.2,-0.1,5.9,-5.6,842.5,46.5
2024-11-25,兰州,36.06,103.83,1517.2,0.1,4.8,-4.8,835.2,21.2
2024-11-26,兰州,36.06,103.83,1517.2,-1.7,4.0,-7.0,843.1,28.3
2024-11-27,兰州,36.06,103.83,1517.2,-4.1,-0.9,-8.3,837.3,27.8
2024-11-28,兰州,36.06,103.83,1517.2,-1.1,5.4,-6.9,840.0,32.5
2024-11-29,兰州,36.06,103.83,1517.2,-3.2,1.7,-8.2,838.4,36.5
2024-11-30,兰州,36.06,103.83,1517.2,2.0,6.3,-2.8,838.0,36.9
2024-12-01,兰州,36.06,103.83,1517.2,-1.2,5.5,-7.2,842.8,25.3
2024-12-02,兰州,36.06,103.83,1517.2,-3.1,1.0,-7.7,839.5,28.7
2024-12-03,兰州,36.06,103.83,1517.2,-1.4,1.6,-5.5,841.1,32.3
2024-12-04,兰州,36.06,103.83,1517.2,1.0,3.8,-3.0,840.3,28.1
2024-12-05,兰州,36.06,103.83,1517.2,-1.8,4.3,-7.4,841.3,42.9
2024-12-06,兰州,36.06,103.83,1517.2,-2.4,0.9,-6.6,840.4,34.0
2024-12-07,兰州,36.06,103.83,1517.2,1.0,8.8,-5.5,837.7,36.0
2024-12-08,兰州,36.06,103.83,1517.2,1.2,3.3,-2.4,842.2,35.5
2024-12-09,兰州,36.06,103.83,1517.2,-0.8,6.9,-7.3,839.2,39.6
2024-12-10,兰州,36.06,103.83,1517.2,-0.5,5.0,-5.9,837.0,31.8
2024-12-11,兰州,36.06,103.83,1517.2,1.8,6.8,-3.4,839.3,20.0
2024-12-12,兰州,36.06,103.83,1517.2,-3.1,1.3,-7.9,843.1,33.6
2024-12-13,兰州,36.06,103.83,1517.2,-2.8,3.1,-8.3,841.8,25.3
2024-12-14,兰州,36.06,103.83,1517.2,-0.5,4.7,-5.7,839.4,26.4
2024-12-15,兰州,36.06,103.83,1517.2,1.2,8.1,-4.8,839.3,35.4
2024-12-16,兰州,36.06,103.83,1517.2,3.0,8.4,-2.3,839.4,40.7
2024-12-17,兰州,36.06,103.83,1517.2,6.7,12.2,1.4,844.2,31.0
2024-12-18,兰州,36.06,103.83,1517.2,5.1,9.8,0.1,840.8,33.4
2024-12-19,兰州,36.06,103.83,1517.2,2.2,7.4,-3.0,840.9,44.7
2024-12-20,兰州,36.06,103.83,1517.2,2.9,8.6,-2.6,842.1,33.1
2024-12-21,兰州,36.06,103.83,1517.2,0.2,2.9,-3.9,840.5,52.1
2024-12-22,兰州,36.06,103.83,1517.2,3.3,6.6,-1.0,839.5,36.0
2024-12-23,兰州,36.06,103.83,1517.2,2.7,9.2,-3.1,839.6,17.5
2024-12-24,兰州,36.06,103.83,1517.2,4.8,10.4,-0.7,839.9,37.7
2024-12-25,兰州,36.06,103.83,1517.2,1.6,6.6,-3.6,840.0,34.9
2024-12-26,兰州,36.06,103.83,1517.2,5.8,11.2,0.5,841.5,42.3
2024-12-27,兰州,36.06,103.83,1517.2,9.1,15.0,3.5,840.2,37.5
2024-12-28,兰州,36.06,103.83,1517.2,4.4,8.9,-0.5,841.6,31.2
2024-12-29,兰州,36.06,103.83,1517.2,6.2,10.4,1.4,840.0,22.7
2024-12-30,兰州,36.06,103.83,1517.2,7.3,12.9,1.8,840.3,31.0
2024-12-31,兰州,36.06,103.83,1517.2,4.2,8.1,-0.4,836.2,26.0
